Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
Volkswagen,Jetta,0.6618075851320404,Sedan,0.37853726050760395,,Hybrid,Automatic,0.31148740948419135,0.7501901005473527
KIA,Rio,-0.6640617341702229,Universal,0.287385658063798,,Petrol,Manual,-1.1104168416571651,-0.23607185642608067
BMW,X6,0.6618075851320404,Crossover,-0.3906367279866376,,Petrol,Automatic,1.8396683459588288,-0.07511410630021051
Toyota,Corolla,-0.3689102470265021,Hatchback,-0.2296852629366478,,Petrol,Automatic,-0.1434567411199362,-0.6399045292312404
Opel,Corsa,-0.22144483588723396,Hatchback,0.8052240864473401,,Diesel,Manual,-0.7159875769468477,0.5532508396374823
Toyota,Auris,1.249181160305614,Hatchback,0.014590143302105578,,Hybrid,Automatic,0.720136658842055,1.1130942037212974
Nissan,Qashqai,0.07326568780635243,Crossover,0.40243004334178434,,Petrol,Manual,0.11422152853956938,0.3044860907799785
Ford,C-Max,1.1024470430775788,Microvan,-0.027037738226221294,,Diesel,Manual,0.392432983049526,0.8347333622495337
Renault,Megane,0.6618075851320404,Minivan,0.5044008607980084,,Diesel,Manual,-0.2971850557293863,0.8852385555945694
Renault,Grand Scenic,-0.07405288199173347,Hatchback,0.56790760999046,,Diesel,Manual,-0.6504552402215262,0.38704959632385344
KIA,Sorento,1.3958425468655484,SUV,-1.562365317170069,,Diesel,Automatic,1.581656966656629,-0.29291927852478405
Nissan,Qashqai,0.8087603278232458,Crossover,0.498958485465222,,Diesel,Manual,0.6277623028618928,1.0303703529861037
Land Rover,Freelander,-0.22144483588723396,SUV,0.8749117270404734,,Diesel,Automatic,0.41821963567532283,0.6280239128395342
Mazda,626,-2.1442516210244014,Sedan,0.8749117270404734,,Metan/Propan,Manual,1.2056647689773037,-0.1720013587253664
Toyota,Prius,0.3676829671490637,Hatchback,-0.2097748133823705,,Hybrid,Automatic,0.2394865714777783,-0.13826849583007544
Hyundai,Matrix,-0.6640617341702229,Universal,0.6571105193929639,,Diesel,Manual,-0.558987215274964,0.16063355482740926
Toyota,Auris,0.8087603278232458,Universal,0.3905433848773591,,Diesel,Manual,0.33909445885169015,0.9140436961576206
Audi,Q5,0.6618075851320404,SUV,-0.010212117550381369,,Petrol,Automatic,1.195846758004299,0.3330718647256922
Volkswagen,Caddy,0.6618075851320404,Universal,0.2241810140305317,,Diesel,Manual,0.47424730561023837,0.5845697578468517
Volkswagen,Golf,0.07326568780635243,Universal,0.3905433848773591,,Petrol,Manual,-0.3450792756582957,0.29173200733098553
Nissan,Qashqai,-0.22144483588723396,Crossover,-0.055675883725945265,,Diesel,Manual,0.028545120077803035,-0.37047302217674916
Opel,Astra,0.3676829671490637,Universal,0.46884251948092487,,Diesel,Manual,-0.15379377243524528,0.589870713281967
Toyota,Yaris,-0.3689102470265021,Sedan,0.34857723982501293,,Petrol,Manual,-0.6504552402215262,-0.01944351087872832
Opel,Calibra,-2.441180237339264,Coupe,1.2185765349783895,,Metan/Propan,Manual,-1.6340211607483184,0.10830895051538636
Renault,Kadjar,1.1024470430775788,Crossover,0.05025848905997694,,Diesel,Automatic,0.9909744048803861,0.9176702562514069
Ford,Fusion,1.3958425468655484,Sedan,-0.3792050683162624,,Hybrid,Automatic,0.9917568293606354,0.9765816996159629
Volkswagen,Passat,-1.2552494259977915,Combi,0.3355393272837336,,Metan/Propan,Automatic,-0.6038300798697316,-0.44161883181737716
Renault,Clio,-1.5512868106991526,Hatchback,-0.12915284575485683,,Petrol,Automatic,-1.1588000157355345,-1.0517507543570477
Renault,Grand Espace,0.9556401230095616,Minivan,0.18226094726916087,,Diesel,Automatic,1.2472849340367933,0.8617190918455977
BMW,3 Series,-2.1442516210244014,Sedan,0.26467978458695257,,Petrol,Manual,-1.1583110615860734,-0.8267647760967309
Skoda,Yeti,0.9556401230095616,Crossover,0.04687857693944316,,Petrol,Automatic,0.6278689663889124,0.7164572376520617
Land Rover,Discovery,-0.22144483588723396,SUV,0.5205807828927563,,Diesel,Automatic,0.9917568293606354,0.2478357848012315
Volkswagen,Sharan,0.3676829671490637,Universal,-0.027037738226221294,,Petrol,Manual,0.49234399546443447,0.05780375717035056
Volkswagen,Passat,-0.811747957015062,Sedan,0.6571105193929639,,Diesel,Automatic,-0.3950121502524549,0.09133155250084356
Mercedes,E Class,-0.3689102470265021,Sedan,0.6571105193929639,,Diesel,Automatic,0.5159293997853069,0.311604883098279
Opel,Astra,0.3676829671490637,Universal,0.2378337262824035,,Diesel,Manual,-0.08327711611272005,0.34200412952144993
Renault,Grand Scenic,0.8087603278232458,Universal,0.17512898985072234,,Diesel,Automatic,0.33909445885169015,0.6829095066369413
BMW,7 Series,-0.07405288199173347,Sedan,1.1791071477853978,,Petrol,Automatic,0.7299546698150576,1.0428512189878345
BMW,7 Series,0.3676829671490637,Sedan,0.26467978458695257,,Diesel,Automatic,1.44110075231669,0.37080927008450115
Peugeot,807,-0.3689102470265021,Minivan,0.19639838231905773,,Diesel,Automatic,-1.3722190012027418,-0.18272757036543483
Honda,CR-V,0.6618075851320404,SUV,0.2546830792264665,,Diesel,Manual,1.0452691548275317,0.6172977011994657
Skoda,Superb,0.5147818224416055,Sedan,0.7267185173766919,,Petrol,Automatic,0.3923026151995495,0.9887313148570894
Mercedes,E Class,-0.9595079307857564,Sedan,0.993105321403716,,Diesel,Automatic,-0.00774092281995048,0.38609901175118283
Skoda,Superb,1.249181160305614,Sedan,-0.2196885575761617,,Petrol,Automatic,1.538287720172256,0.8617190918455977
Volkswagen,Jetta,0.6618075851320404,Sedan,-0.32363228930302185,,Hybrid,Automatic,0.2542445706528137,-0.003220040782858695
Hyundai,ix35,0.2205109465437882,Pickup,0.3292684503151612,,Diesel,Automatic,0.7299546698150576,0.32858228111281956
Toyota,Prius c,0.8087603278232458,Hatchback,0.005943079914873664,,Hybrid,Automatic,0.1783686002744617,0.5013773106734056
Renault,Grand Scenic,0.5147818224416055,Universal,0.26467978458695257,,Diesel,Manual,0.1783686002744617,0.49297545779231966
BMW,X5,0.5147818224416055,SUV,0.10136486263600461,,Petrol,Automatic,1.1725463708273225,0.3177426832272861
Renault,Talisman,1.1024470430775788,Sedan,0.055844163676746404,,Diesel,Manual,0.7777550263522085,0.9236635436327498
